,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit
1465,0,42,0,5,3,1,5,0,30,1,4,3578.0
1466,0,53,1,2,2,1,0,0,36,3,2,12778.0
1467,1,58,0,2,5,1,4,0,45,3,4,1942.0
1468,1,32,1,2,2,0,3,0,26,1,3,29961.0
1469,1,48,1,4,5,1,2,3,35,3,4,33791.0
1470,1,48,1,5,3,1,1,3,34,0,2,17657.0
1471,1,54,1,1,0,1,0,0,44,3,2,2821.0
1472,1,59,1,0,3,1,4,0,47,3,4,1479.0
1473,1,35,1,2,2,1,2,0,36,3,2,1438.3
1474,1,37,1,4,4,1,1,0,27,1,4,6859.0
1475,1,36,1,3,3,0,0,0,36,2,3,3404.0
1476,1,26,1,0,5,2,1,0,15,1,3,2158.0
1477,0,35,0,3,2,2,4,0,22,2,1,1890.0
1478,0,40,1,1,4,1,2,0,36,3,4,18386.0
1479,1,55,0,2,6,1,5,0,36,5,4,3602.0
1480,1,39,1,1,6,0,3,0,34,1,3,3766.0
1481,1,39,0,2,2,1,4,0,32,2,4,5634.0
1482,1,46,0,2,6,2,1,0,29,2,4,3126.0
1483,1,49,1,2,3,3,2,0,42,1,2,3017.0
1484,1,32,1,0,4,1,2,0,26,2,3,5478.0
1485,1,35,1,1,4,1,3,0,20,3,4,13046.0
1486,1,39,1,2,2,1,1,0,31,3,2,8687.0
1487,1,53,0,2,2,1,4,0,40,2,4,6174.0
1488,1,26,0,0,2,2,1,0,13,1,2,5655.0
1489,1,32,1,0,3,1,2,0,26,2,3,5397.0
1490,1,54,1,2,0,1,0,0,46,1,2,28465.0
1491,1,36,0,3,3,1,4,0,27,2,4,3444.0
1492,1,45,0,3,3,1,4,0,37,1,3,2104.0
1493,1,49,1,3,2,1,3,0,37,1,4,15610.0
1494,1,44,1,4,1,3,0,0,32,2,3,34516.0
1495,1,32,1,1,3,1,5,0,22,1,4,16912.0
1496,1,64,0,0,1,1,4,0,53,1,3,5462.0
1497,1,37,0,2,6,3,4,0,27,1,2,2868.0
1498,1,31,1,1,4,1,2,0,22,1,3,2685.0
1499,1,49,0,3,5,0,1,0,36,1,2,5238.0
1500,1,32,0,3,3,1,4,0,22,2,4,4561.0
1501,1,53,1,2,3,1,0,0,39,2,3,13091.0
1502,1,62,0,0,2,1,5,0,51,3,3,10826.0
1503,1,26,0,0,6,2,5,0,13,2,2,2600.0
1504,1,49,0,5,2,0,5,0,35,3,4,2561.0
1505,1,30,0,1,2,1,4,0,36,2,2,7087.0
1506,1,34,1,4,5,2,0,0,36,3,2,34516.0
1507,1,41,1,1,4,2,1,0,32,2,4,10266.0
1508,1,27,0,1,6,2,4,0,36,3,3,1553.0
1509,1,33,0,2,5,1,1,0,23,2,4,6732.0
1510,1,56,1,2,3,1,0,0,37,1,2,12181.0
1511,1,36,1,3,3,1,3,0,27,1,2,7056.0
1512,1,35,1,1,2,2,2,0,25,1,2,14365.0
1513,1,27,1,0,2,1,1,0,36,2,4,11473.0
1514,1,46,1,1,3,2,2,0,38,2,4,23996.0
1515,1,48,1,2,2,0,2,0,33,2,4,2998.0
1516,1,54,1,1,6,2,3,0,36,2,2,30011.0
1517,1,38,1,1,2,1,2,0,31,3,3,2405.0
1518,1,36,1,1,4,1,3,0,26,4,2,21927.0
1519,1,56,1,1,3,1,3,0,36,1,2,3906.0
1520,1,32,1,1,1,2,2,0,27,3,3,10029.0
1521,1,36,1,2,1,1,2,0,30,3,4,4934.0
1522,1,35,0,2,3,2,4,3,15,2,2,13882.0
1523,1,26,1,0,0,2,5,0,13,3,2,2347.0
1524,1,32,1,1,3,1,2,0,24,2,2,4116.0
1525,1,56,0,2,3,2,1,0,36,1,2,13904.0
1526,1,54,1,1,6,1,3,0,43,2,4,32558.0
1527,1,54,1,2,6,1,3,0,44,1,2,12902.0
1528,1,37,0,4,5,1,4,0,36,1,4,2509.0
1529,1,38,0,1,2,2,4,0,22,3,3,2484.0
1530,1,35,1,3,0,2,2,0,36,1,3,2780.0
1531,1,39,1,2,6,1,2,0,34,2,4,5219.0
1532,1,48,1,4,1,2,3,0,36,3,4,18102.0
1533,1,29,1,0,2,1,1,0,18,3,4,4532.0
1534,1,33,1,2,2,1,3,0,28,2,2,22399.0
1535,1,39,0,1,3,1,1,0,34,5,3,4489.0
1536,1,35,0,2,2,2,5,0,25,1,4,10329.0
1537,1,43,0,1,6,0,4,0,36,2,3,2637.0
1538,1,27,0,0,3,1,4,0,22,1,2,1864.0
1539,1,52,0,2,2,2,5,0,47,3,3,13276.0
1540,1,31,1,1,2,2,1,0,25,3,3,1935.0
1541,1,45,1,4,2,0,2,0,37,2,4,6784.0
1542,1,35,1,2,3,1,2,0,36,2,4,19127.0
1543,1,55,1,2,0,1,0,0,37,2,3,32641.0
1544,1,61,1,1,5,1,1,0,47,3,4,1438.3
1545,1,37,0,1,2,1,4,0,31,2,2,2417.0
1546,1,38,1,2,6,1,3,0,34,1,3,19259.0
1547,1,54,0,3,6,1,4,0,50,2,2,3796.0
1548,1,40,1,5,6,3,3,0,22,1,4,4042.0
1549,1,47,1,5,0,1,0,0,34,1,2,17603.0
1550,1,55,0,2,2,1,1,0,46,1,4,2894.0
1551,1,37,1,5,4,1,3,0,26,1,2,16730.0
1552,1,36,0,0,0,2,4,0,27,3,2,3282.0
1553,1,53,0,2,5,1,5,0,41,2,2,15815.0
1554,1,26,1,0,3,2,2,0,21,2,3,1672.0
1555,1,45,0,3,2,0,4,0,36,3,3,8121.0
1556,1,36,0,2,6,1,4,0,26,1,4,3182.0
1557,1,60,1,0,4,1,2,0,49,1,4,3182.0
1558,0,30,1,1,4,0,4,0,36,2,4,5061.0
1559,1,39,1,4,3,1,2,0,28,3,3,6224.0
1560,1,33,0,0,6,2,5,0,36,1,3,2735.0
1561,1,48,0,4,0,1,4,0,36,1,4,2464.0
1562,1,39,1,3,2,1,2,0,33,3,2,3477.0
1563,1,38,1,2,2,1,3,0,24,2,2,3242.0
1564,1,47,1,1,3,1,0,0,41,1,4,27858.0
1565,1,26,1,0,2,2,4,0,20,2,3,1438.3
1566,1,49,1,3,0,2,0,0,36,2,4,34516.0
1567,1,38,1,3,3,1,3,0,22,2,3,6361.0
1568,1,30,1,0,2,1,4,0,21,6,2,2490.0
1569,1,53,1,3,3,1,0,0,44,6,4,14057.0
1570,1,49,1,2,6,2,2,0,38,1,2,2461.0
1571,1,35,1,2,5,2,2,0,21,3,3,7766.0
1572,1,40,1,3,5,2,1,3,33,1,3,21308.0
1573,1,30,1,0,3,1,2,0,36,2,4,4516.0
1574,1,42,0,3,0,2,1,0,30,3,2,5424.0
1575,1,62,0,0,2,1,4,0,36,2,2,1764.0
1576,0,50,0,1,4,2,1,0,46,3,3,1493.0
1577,1,56,1,3,0,1,0,0,43,2,2,17539.0
1578,1,45,1,3,2,1,3,3,36,2,3,34516.0
1579,1,35,0,3,5,1,4,0,25,1,2,2149.0
1580,1,57,0,2,2,1,4,0,44,4,4,6256.0
1581,1,33,0,2,3,2,5,0,25,1,4,11922.0
1582,0,43,0,3,2,2,4,0,38,2,4,4075.0
1583,1,53,1,3,2,1,3,0,36,1,4,7290.0
1584,1,50,1,2,0,2,2,0,36,3,2,5965.0
1585,1,30,1,0,3,1,0,0,13,1,4,9007.0
1586,1,37,0,3,2,2,4,0,36,2,3,6077.0
1587,1,37,1,2,1,1,1,0,29,3,2,1808.0
1588,1,45,1,3,2,2,3,0,36,1,3,12810.0
1589,0,58,1,0,6,2,1,0,45,1,3,3421.0
1590,1,63,0,0,0,1,1,0,53,1,4,3118.0
1591,1,43,1,1,2,2,2,0,37,3,4,20013.0
1592,1,26,0,0,6,2,5,0,13,1,2,4395.0
1593,1,37,0,1,6,2,4,0,32,3,3,9661.0
1594,1,53,1,4,2,1,2,0,44,2,4,1973.0
1595,1,55,1,3,6,1,0,0,49,2,4,9926.0
1596,1,36,1,3,3,1,2,0,36,3,3,4108.0
1597,1,51,1,3,3,2,0,0,36,1,4,20741.0
1598,1,36,1,4,2,2,3,0,24,1,2,16335.0
1599,1,35,0,1,3,1,5,0,17,3,3,4588.0
1600,1,34,0,2,2,2,4,0,24,3,3,5712.0
1601,1,57,1,0,1,1,2,0,36,1,2,5335.0
1602,0,54,0,3,0,2,5,0,49,2,3,13184.0
1603,1,29,1,0,5,1,2,0,20,2,3,8592.0
1604,1,37,0,3,4,1,4,0,26,3,2,1910.0
1605,1,53,0,2,0,2,4,0,45,3,3,6210.0
1606,1,36,1,3,0,1,1,0,31,2,4,2220.0
1607,1,49,1,5,6,2,1,3,41,2,2,20756.0
1608,1,64,0,0,6,1,1,0,55,3,2,2895.0
1609,1,53,1,3,2,1,2,0,36,3,2,3539.0
1610,1,52,1,1,2,1,0,0,44,1,4,9274.0
1611,1,35,0,3,5,1,4,0,26,1,3,3187.0
1612,0,37,0,3,2,2,4,0,24,1,4,2802.0
1613,1,50,1,0,5,1,2,0,36,3,3,2334.0
1614,1,65,0,0,2,2,4,0,56,3,3,1438.3
1615,1,53,0,2,6,1,4,0,44,2,4,3519.0
1616,1,53,1,1,6,1,0,0,48,2,3,3088.0
1617,1,40,1,3,2,1,3,3,36,3,0,34516.0
1618,1,39,1,4,3,1,2,0,31,1,4,11906.0
1619,1,53,0,3,3,1,5,0,36,2,4,11098.0
1620,1,36,1,3,5,1,2,0,22,3,4,2224.0
1621,1,35,0,2,2,1,1,0,36,3,4,3454.0
1622,1,37,0,2,3,2,4,0,36,2,2,5723.0
1623,1,36,0,1,6,2,4,0,36,2,3,9239.0
1624,1,39,1,2,0,2,3,0,24,3,2,4061.0
1625,1,65,1,1,0,1,4,0,56,3,2,4189.0
1626,1,45,0,1,6,1,4,0,32,1,3,6373.0
1627,1,38,0,2,2,1,4,0,33,2,3,2228.0
1628,0,36,0,4,2,1,4,0,24,2,2,3261.0
1629,1,40,0,4,2,1,4,0,24,3,2,8014.0
1630,1,35,0,2,0,1,1,0,29,1,3,10980.0
1631,1,54,1,3,4,1,0,0,42,3,4,3092.0
1632,1,40,1,4,2,2,3,0,29,1,2,14315.0
1633,1,59,1,0,5,2,1,0,46,3,3,1648.0
1634,0,26,0,0,3,2,1,0,13,2,4,1730.0
1635,1,46,1,2,3,1,2,0,35,3,3,13768.0
1636,1,29,0,1,2,1,5,0,19,3,4,1709.0
1637,1,38,1,3,2,2,1,0,19,2,3,1705.0
1638,1,31,1,0,2,0,2,0,25,1,2,8673.0
1639,1,35,1,1,3,1,2,0,21,2,2,6391.0
1640,1,56,1,2,5,1,3,0,45,2,2,11102.0
1641,1,34,1,3,0,1,3,0,28,1,3,24765.0
1642,1,42,1,4,1,1,3,0,27,3,4,31864.0
1643,1,29,1,1,0,2,2,0,36,3,2,5346.0
1644,1,32,1,0,2,2,1,0,21,2,3,2801.0
1645,1,37,0,2,3,1,4,0,27,6,2,3148.0
1646,1,36,0,3,6,1,4,0,36,5,3,2786.0
1647,1,37,1,3,6,1,2,0,24,1,2,11894.0
1648,1,38,1,2,2,1,3,0,29,3,3,7535.0
1649,0,52,1,2,3,1,2,3,35,4,3,33180.0
1650,1,62,0,2,2,1,4,0,51,2,4,2986.0
1651,1,35,0,2,2,1,5,0,23,2,2,6729.0
1652,1,36,1,1,2,2,2,0,36,3,4,2601.0
1653,1,54,1,3,0,1,3,0,45,3,0,3380.0
1654,1,27,1,1,3,2,2,0,18,2,2,2730.0
1655,0,26,1,0,3,2,1,0,15,1,3,3324.0
1656,1,56,0,2,2,1,4,0,45,3,3,2665.0
1657,1,60,0,1,2,1,1,0,47,3,2,5015.0
1658,1,54,1,4,2,1,2,0,36,3,3,6905.0
1659,1,48,1,3,6,1,3,0,41,2,2,5848.0
1660,1,33,1,1,0,2,3,0,26,3,4,19136.0
1661,1,64,0,0,6,1,4,0,55,3,4,3500.0
1662,1,35,1,2,2,1,2,0,24,1,3,7453.0
1663,1,54,0,2,6,1,4,0,43,3,3,6266.0
1664,1,29,0,1,0,2,4,0,23,3,4,4945.0
1665,0,33,1,2,2,1,0,0,21,2,4,27992.0
1666,1,34,1,1,2,1,1,0,36,2,3,3735.0
1667,1,48,1,3,2,3,2,0,36,3,2,6703.0
1668,1,38,1,3,3,2,3,0,27,1,4,6162.0
1669,1,42,1,3,3,2,2,0,36,4,3,3337.0
1670,1,55,1,3,2,1,1,0,36,3,3,2205.0
1671,1,62,1,1,3,1,1,0,43,1,3,4450.0
1672,1,33,0,0,6,1,4,0,28,2,4,1438.3
1673,1,38,1,2,6,1,3,0,18,1,2,2172.0
1674,1,39,1,1,5,1,1,0,29,2,2,4323.0
1675,1,56,1,1,0,1,3,0,45,1,3,4145.0
1676,1,36,1,1,2,1,4,0,18,3,3,2032.0
1677,1,29,1,1,0,2,3,0,19,3,3,7010.0
1678,1,57,1,3,3,1,0,0,50,3,2,3205.0
1679,1,55,0,3,4,1,5,0,36,2,3,16547.0
1680,1,51,0,2,2,1,1,0,45,2,4,5930.0
1681,1,57,0,3,0,2,5,0,39,1,2,7469.0
1682,1,56,0,3,2,1,4,0,45,2,3,2235.0
1683,1,26,1,0,0,2,1,0,13,2,2,2047.0
1684,1,36,0,4,5,2,5,3,21,1,2,34516.0
1685,1,53,0,3,2,1,1,0,44,3,4,2636.0
1686,1,41,1,3,2,1,1,0,32,3,2,6425.0
1687,1,26,0,0,4,2,4,0,13,3,2,2902.0
1688,1,51,0,1,0,0,4,0,42,2,3,4002.0
1689,1,34,1,0,2,1,2,0,26,3,3,5175.0
1690,1,65,0,1,6,2,1,0,48,2,4,4599.0
1691,1,52,1,2,3,1,3,0,43,3,4,31258.0
1692,1,54,0,2,2,1,4,0,45,2,4,2683.0
1693,0,37,1,3,0,1,3,0,30,4,3,11638.0
1694,1,40,0,3,2,1,5,0,20,1,3,1829.0
1695,1,55,1,0,1,1,3,0,36,1,3,8276.0
1696,1,45,1,4,3,3,3,0,34,3,3,23539.0
1697,1,37,0,2,3,1,4,0,31,3,3,2352.0
1698,1,30,1,1,2,2,2,0,36,1,2,11371.0
1699,1,55,0,1,6,1,4,0,36,6,2,2857.0
1700,1,36,1,2,2,2,3,3,27,2,4,34516.0
1701,1,39,1,1,2,1,1,0,35,3,4,6690.0
1702,1,34,1,2,2,2,4,0,28,1,4,4439.0
1703,1,47,1,3,3,2,2,0,36,3,2,5344.0
1704,1,42,1,3,3,0,3,0,37,3,3,27310.0
1705,1,61,1,1,2,1,1,0,50,2,4,2531.0
1706,1,31,1,1,0,2,1,0,22,1,3,9096.0
1707,0,40,1,3,0,2,3,3,33,3,4,34516.0
1708,1,42,0,3,2,3,4,0,32,1,2,7169.0
1709,1,54,0,0,2,1,4,0,36,3,4,5399.0
1710,1,52,0,3,6,1,4,0,47,3,2,2280.0
1711,1,31,0,0,2,1,4,0,21,1,4,6315.0
1712,1,43,1,3,6,1,1,0,33,1,2,4402.0
1713,1,49,1,2,6,1,0,0,34,4,2,27732.0
1714,1,45,0,2,2,3,1,0,36,3,4,4947.0
1715,1,38,1,1,2,1,3,0,28,2,3,3946.0
1716,1,57,1,2,5,2,1,0,52,3,4,12291.0
1717,1,63,0,2,2,1,1,0,53,2,4,3067.0
1718,1,42,0,4,4,2,4,0,36,2,3,1438.3
1719,1,61,0,1,1,1,1,0,47,2,4,8633.0
1720,1,37,1,2,6,2,1,0,28,4,3,2394.0
1721,0,61,1,2,2,1,0,0,49,0,4,11374.0
1722,1,35,1,3,0,1,2,0,28,3,4,6921.0
1723,1,57,1,0,2,1,3,0,52,6,4,2564.0
1724,1,64,1,1,6,1,4,0,55,3,4,2720.0
1725,1,39,0,2,1,1,5,0,36,2,4,9843.0
1726,1,28,0,0,6,2,5,0,13,3,2,21691.0
1727,1,53,1,1,2,2,3,0,45,3,2,1826.0
1728,1,39,1,1,6,1,2,0,24,3,0,5746.0
1729,1,35,0,3,2,1,4,0,27,2,4,2926.0
1730,1,47,0,5,3,1,1,0,36,3,2,7061.0
1731,1,47,1,4,6,1,3,0,35,3,4,5589.0
1732,1,38,1,2,2,1,3,0,33,3,3,9620.0
1733,1,26,0,1,3,2,4,0,15,3,3,2539.0
1734,1,37,0,3,2,2,5,0,28,2,3,3642.0
1735,1,57,1,2,2,2,4,0,39,4,3,3451.0
1736,1,38,0,0,6,1,4,0,36,2,3,1841.0
1737,1,39,1,1,2,1,0,0,25,3,2,5764.0
1738,1,35,1,2,5,2,2,0,16,3,2,18278.0
1739,1,38,1,2,2,1,3,0,33,3,2,16059.0
1740,1,56,1,2,6,1,2,0,41,2,2,5887.0
1741,1,36,1,3,5,1,1,0,31,2,2,3152.0
1742,0,39,1,1,0,0,3,0,28,3,4,12464.0
1743,1,58,0,1,5,1,5,0,36,2,3,4784.0
1744,1,28,1,1,3,2,4,0,36,2,3,1950.0
1745,1,65,0,0,2,2,4,0,56,3,2,7478.0
1746,1,26,0,0,5,2,4,0,20,3,4,1438.3
1747,1,28,1,0,2,2,4,0,36,2,4,1707.0
1748,1,30,0,1,5,1,5,0,13,2,2,4016.0
1749,1,31,0,0,5,1,4,0,19,3,2,2370.0
1750,1,57,1,3,4,1,2,0,36,1,4,3478.0
1751,1,43,1,4,3,1,1,0,32,2,2,1539.0
1752,0,26,0,0,5,2,4,0,20,2,4,1438.3
1753,1,39,0,2,3,2,1,0,26,3,2,3142.0
1754,1,35,1,0,6,2,2,0,36,1,2,17236.0
1755,1,52,0,2,5,1,1,0,36,1,4,1438.3
1756,1,33,1,1,2,2,3,0,20,3,2,13206.0
1757,1,53,1,3,3,1,2,0,41,1,0,2480.0
1758,1,30,0,0,6,1,4,0,19,1,4,2898.0
1759,1,59,1,0,6,1,4,0,51,3,4,1570.0
1760,1,65,0,0,2,1,4,0,56,3,3,4460.0
1761,1,33,0,2,5,1,4,0,22,2,4,1544.0
1762,1,52,0,2,3,1,5,0,44,3,2,3456.0
1763,1,26,0,1,0,2,5,0,16,3,3,2751.0
1764,1,52,1,4,3,1,2,0,44,3,4,4153.0
1765,1,37,0,3,2,2,4,0,36,2,4,3685.0
1766,1,56,1,2,2,1,0,0,49,1,4,8902.0
1767,1,35,1,2,5,1,0,0,26,3,4,2944.0
1768,1,58,0,0,2,1,4,0,47,3,2,2232.0
1769,1,34,0,3,6,1,1,0,29,2,4,1569.0
1770,1,37,1,3,5,2,3,0,26,2,2,23622.0
1771,1,53,1,3,5,1,1,0,40,3,3,3326.0
1772,1,38,1,2,5,1,1,0,31,3,3,6116.0
1773,1,38,1,1,5,1,3,0,25,1,3,11352.0
1774,1,28,0,0,6,2,4,3,36,3,4,14910.0
1775,1,39,0,0,3,2,5,0,27,3,3,17531.0
1776,1,43,0,3,5,2,4,0,29,2,3,4138.0
1777,1,36,1,2,0,2,3,0,36,2,2,8374.0
1778,1,38,0,2,5,1,4,0,28,3,3,7049.0
1779,1,37,1,1,2,2,1,0,27,3,4,3851.0
1780,1,37,1,4,0,2,2,0,30,1,4,15936.0
1781,1,29,0,0,5,0,4,0,19,4,4,2926.0
1782,1,51,1,3,3,1,2,0,36,2,4,10305.0
1783,1,54,1,1,0,1,2,0,42,2,2,2987.0
1784,1,35,1,0,3,2,3,1,29,2,3,34516.0
1785,1,38,0,2,0,1,1,0,28,3,4,6275.0
1786,1,33,0,2,3,1,4,0,27,2,3,7185.0
1787,1,45,0,1,5,2,4,0,36,3,4,3281.0
1788,1,61,1,0,2,1,1,0,54,3,2,3077.0
1789,1,33,0,3,5,1,4,0,16,1,4,2042.0
1790,1,55,1,4,3,2,2,0,51,1,4,2001.0
1791,1,34,0,2,2,2,4,0,36,3,4,3625.0
1792,1,58,1,4,3,1,1,0,47,3,4,7803.0
1793,1,38,0,4,2,1,4,0,30,1,2,5951.0
1794,0,59,1,1,0,1,0,0,50,5,4,15796.0
1795,1,57,1,4,6,2,3,0,36,3,4,7558.0
1796,1,55,1,1,3,1,2,0,46,1,3,5381.0
1797,1,63,1,0,2,1,2,0,55,1,4,3556.0
1798,1,60,1,1,3,1,4,0,55,1,4,2661.0
1799,1,53,0,2,5,1,4,0,36,1,4,3506.0
1800,1,35,1,3,3,1,2,0,24,2,2,2066.0
1801,1,53,1,1,6,1,0,0,42,1,4,8329.0
1802,1,58,1,2,2,1,4,0,48,1,0,2774.0
1803,1,33,0,1,4,1,5,0,36,3,3,4134.0
1804,1,53,1,1,2,1,3,0,36,2,2,11329.0
1805,1,59,1,1,1,2,2,0,53,2,2,9055.0
1806,1,37,1,1,3,1,0,0,32,2,2,17393.0
1807,1,50,0,4,3,0,4,0,43,3,4,5908.0
1808,1,35,0,2,5,1,4,0,21,2,3,5825.0
1809,1,28,1,0,4,1,1,0,16,1,3,3665.0
1810,1,37,1,3,5,1,3,0,31,2,2,3797.0
1811,1,39,1,3,2,1,1,0,28,3,4,3478.0
1812,1,31,1,1,4,2,1,0,20,3,3,13734.0
1813,1,37,1,3,2,1,2,0,23,3,2,3034.0
1814,1,39,1,4,2,1,4,0,32,1,4,2973.0
1815,1,38,1,2,2,1,3,0,31,1,2,24296.0
1816,1,35,1,3,2,2,1,0,30,1,3,8969.0
1817,1,30,1,0,2,1,4,0,36,3,2,2550.0
1818,0,48,0,3,4,1,4,3,35,1,3,10357.0
1819,1,33,0,2,5,3,4,0,21,1,4,1475.0
1820,1,47,1,3,6,2,1,0,36,6,2,5154.0
1821,1,37,0,2,3,2,4,0,36,2,4,3586.0
1822,1,38,1,3,6,1,2,0,28,1,2,4646.0
1823,1,39,1,3,0,2,1,0,28,2,2,1640.0
1824,1,34,1,2,6,1,2,0,36,2,4,2379.0
1825,1,65,1,0,2,2,4,0,56,3,2,3422.0
1826,1,43,1,3,2,3,2,0,28,2,3,4365.0
1827,0,38,1,2,5,2,3,0,33,4,4,32938.0
1828,1,48,1,4,4,3,1,0,44,2,4,6710.0
1829,1,38,1,1,2,1,2,0,36,3,4,2507.0
1830,0,65,0,0,2,0,4,0,56,6,3,6184.0
1831,1,36,0,2,6,1,4,0,29,3,4,2029.0
1832,1,35,1,3,2,2,1,3,17,3,2,16659.0
1833,1,58,0,1,2,1,4,0,46,2,2,2203.0
1834,1,54,0,3,3,1,5,0,38,2,4,5122.0
1835,1,53,1,1,2,1,3,0,48,1,3,3074.0
1836,1,38,1,3,4,1,2,0,36,3,2,2584.0
1837,1,31,1,1,6,2,1,0,26,1,2,2037.0
1838,1,34,1,1,2,1,0,0,29,3,2,14938.0
1839,1,38,1,3,6,1,2,0,31,1,2,2014.0
1840,0,39,1,2,3,2,2,0,34,4,3,1818.0
1841,1,37,1,2,2,2,3,0,36,1,4,14926.0
1842,1,51,0,1,3,2,4,0,43,3,2,2827.0
1843,1,53,0,3,5,1,4,0,42,2,4,2773.0
1844,1,53,1,0,2,1,3,0,41,3,2,16033.0
1845,1,65,1,1,2,1,4,0,54,3,4,3213.0
1846,1,33,0,3,3,0,4,0,26,1,3,3616.0
1847,1,37,1,3,1,2,2,0,30,1,3,5924.0
1848,1,47,1,4,2,1,1,0,41,3,4,14535.0
1849,1,59,0,0,3,1,4,0,49,2,4,2833.0
1850,1,59,0,0,4,1,4,0,49,2,3,1479.0
1851,1,34,0,3,4,2,5,0,29,1,4,1617.0
1852,1,26,1,0,5,2,4,0,13,4,4,2237.0
1853,1,45,1,4,0,2,0,0,40,3,3,2900.0
1854,1,54,0,2,2,1,5,0,45,3,2,13126.0
1855,1,52,1,2,4,2,3,0,40,1,3,8695.0
1856,1,47,1,3,3,1,1,0,41,3,4,6692.0
1857,1,57,0,4,6,1,4,0,36,1,2,2159.0
1858,1,34,1,5,2,1,2,0,27,2,2,2501.0
1859,1,36,1,0,0,1,3,0,27,3,2,6338.0
1860,0,36,0,0,5,0,1,0,30,3,4,2190.0
1861,1,57,0,3,5,1,1,0,49,2,3,7578.0
1862,1,29,1,1,4,1,4,0,18,3,2,2963.0
1863,1,37,1,3,2,1,3,0,20,3,3,8260.0
1864,0,46,0,2,2,2,4,0,36,4,3,8309.0
1865,1,55,1,0,3,1,3,0,35,1,4,3864.0
1866,1,56,1,3,2,1,3,0,47,3,3,10230.0
1867,0,32,1,0,3,1,0,0,27,3,4,22382.0
1868,1,39,1,4,5,1,0,0,36,3,2,25790.0
1869,1,63,0,1,2,1,4,0,53,1,3,2675.0
1870,1,49,0,3,6,0,4,0,38,3,4,1652.0
1871,1,38,1,2,3,1,2,0,26,1,3,5815.0
1872,1,60,1,0,5,1,4,0,52,1,2,2595.0
1873,1,38,1,3,5,1,2,0,36,2,3,3421.0
1874,1,63,1,2,3,1,3,0,51,2,3,6922.0
1875,1,43,0,2,0,1,4,0,36,2,4,6979.0
1876,1,39,0,2,2,1,4,0,34,3,4,2594.0
1877,1,35,0,4,3,2,5,0,24,2,4,16915.0
1878,0,45,1,2,0,0,3,0,39,4,4,34516.0
1879,1,35,0,1,2,1,1,0,29,2,2,2523.0
1880,0,48,0,3,2,1,1,0,39,4,3,6235.0
1881,1,26,1,1,3,2,1,0,13,2,4,1473.0
1882,1,36,1,3,0,1,0,0,26,2,3,17116.0
1883,1,37,1,2,0,1,3,0,17,3,2,4631.0
1884,1,39,1,2,6,1,2,0,19,3,2,3047.0
1885,1,49,1,4,3,0,3,0,37,2,2,32338.0
1886,1,56,1,3,5,1,2,0,36,3,3,2253.0
1887,1,45,1,2,0,1,2,0,38,6,4,16611.0
1888,1,34,1,2,3,2,5,0,36,4,2,22886.0
1889,1,29,1,0,6,0,3,0,14,3,3,3544.0
1890,1,28,1,0,3,2,4,0,19,3,4,3480.0
1891,1,65,0,0,4,1,4,0,56,3,2,3549.0
1892,1,26,0,1,0,2,4,0,15,2,4,1438.3
1893,1,57,0,3,5,1,4,0,36,2,3,3136.0
1894,1,47,1,3,2,2,0,0,36,2,4,34516.0
1895,1,54,0,1,2,1,4,0,48,3,2,6814.0
1896,1,48,1,2,6,1,0,3,32,2,4,34516.0
1897,1,36,0,1,3,1,5,0,36,3,4,8500.0
1898,1,43,1,3,2,1,3,0,33,3,2,28170.0
1899,1,54,0,2,2,2,4,0,48,1,4,6610.0
1900,1,37,1,1,0,2,2,0,26,3,2,15755.0
1901,1,33,1,3,2,1,3,0,36,3,4,2711.0
1902,1,38,1,2,0,1,1,0,25,1,4,3735.0
1903,1,36,1,4,2,2,3,0,36,3,2,10216.0
1904,1,40,0,3,2,1,5,0,28,1,2,20420.0
1905,0,37,1,2,2,1,0,0,30,4,4,13662.0
1906,1,26,0,0,3,2,5,0,13,3,3,3038.0
1907,1,45,1,3,3,2,2,0,35,3,3,7050.0
1908,1,26,1,0,3,2,4,0,13,1,4,1775.0
1909,1,42,1,3,2,2,1,0,30,2,2,8960.0
1910,1,33,1,2,0,1,3,0,36,1,2,2355.0
1911,1,57,0,4,3,1,1,0,47,2,4,6803.0
1912,1,55,1,2,2,1,2,0,50,2,4,2145.0
1913,1,40,1,3,5,2,3,0,36,2,3,3919.0
1914,1,32,1,1,3,2,4,0,23,2,3,4500.0
1915,1,62,0,1,3,1,4,0,54,3,4,2941.0
1916,1,26,1,0,2,2,2,0,13,3,3,7102.0
1917,0,37,1,3,3,1,4,0,26,3,4,6866.0
1918,1,57,1,1,1,1,3,0,52,2,3,10378.0
1919,1,47,0,3,3,1,5,0,43,3,2,13473.0
1920,1,47,1,4,2,1,3,0,34,3,3,18178.0
1921,1,48,0,2,2,2,5,0,43,3,4,8171.0
1922,1,49,0,4,5,1,4,0,36,3,3,1438.3
1923,1,35,1,3,2,1,3,0,20,3,4,8082.0
1924,1,57,1,3,6,0,2,0,48,2,3,24589.0
1925,1,62,0,0,2,2,5,3,49,1,2,30310.0
1926,1,55,0,2,0,1,4,0,36,3,4,2967.0
1927,1,36,1,2,2,1,2,0,17,2,3,3092.0
